date,time,temperature,humidity
26/01/2016,09:28:03,30.5,35.4
26/01/2016,09:29:03,30.4,35.5
26/01/2016,09:30:03,30.5,35.8
26/01/2016,09:31:04,30.4,35.7
26/01/2016,09:32:03,30.5,36.1
26/01/2016,09:33:03,30.5,35.8
26/01/2016,09:34:03,30.3,36.1
26/01/2016,09:35:03,30.5,36.1
26/01/2016,09:36:03,30.5,36.1
26/01/2016,09:37:03,30.3,35.7
26/01/2016,09:38:03,30.4,36.0
26/01/2016,09:39:03,30.4,35.7
26/01/2016,09:40:04,30.5,35.8
26/01/2016,09:41:03,30.6,35.6
26/01/2016,09:42:03,30.4,35.8
26/01/2016,09:43:04,30.6,35.2
26/01/2016,09:44:03,30.6,35.4
26/01/2016,09:45:03,30.6,35.7
26/01/2016,09:46:04,30.5,35.9
26/01/2016,09:47:03,30.4,35.4
26/01/2016,09:48:03,30.6,35.7
26/01/2016,09:49:04,30.5,35.8
26/01/2016,09:50:03,30.7,35.2
26/01/2016,09:51:03,30.5,36.0
26/01/2016,09:52:03,30.5,35.6
26/01/2016,09:53:03,30.5,35.5
26/01/2016,09:54:03,30.5,35.7
26/01/2016,09:55:03,30.6,35.4
26/01/2016,09:56:03,30.6,35.3
26/01/2016,09:57:03,30.6,35.5
26/01/2016,09:58:03,30.6,35.7
26/01/2016,09:59:03,30.6,35.7
26/01/2016,10:00:03,30.6,35.5
26/01/2016,10:01:03,30.5,35.7
26/01/2016,10:02:03,30.5,35.7
26/01/2016,10:03:03,30.7,35.5
26/01/2016,10:04:03,30.5,35.6
26/01/2016,10:05:03,30.5,35.9
26/01/2016,10:06:04,30.6,35.7
26/01/2016,10:07:03,30.5,35.9
26/01/2016,10:08:03,30.6,35.6
26/01/2016,10:09:04,30.8,35.4
26/01/2016,10:10:03,30.8,35.2
26/01/2016,10:11:03,30.6,35.4
26/01/2016,10:12:04,30.7,35.1
26/01/2016,10:13:03,30.7,35.4
26/01/2016,10:14:03,30.6,35.6
26/01/2016,10:15:03,30.7,35.6
26/01/2016,10:16:03,30.7,35.4
26/01/2016,10:17:03,30.8,35.3
26/01/2016,10:18:03,30.6,35.3
26/01/2016,10:19:03,30.7,35.7
26/01/2016,10:20:03,30.8,35.2
26/01/2016,10:21:03,30.7,35.4
26/01/2016,10:22:03,30.7,35.5
26/01/2016,10:23:04,30.7,35.3
26/01/2016,10:24:03,30.7,35.3
26/01/2016,10:25:03,30.8,34.8
26/01/2016,10:26:04,30.8,35.6
26/01/2016,10:27:03,30.6,35.8
26/01/2016,10:28:03,30.8,35.6
26/01/2016,10:29:04,30.8,35.5
26/01/2016,10:30:03,30.8,35.6
26/01/2016,10:31:03,30.8,35.6
26/01/2016,10:32:04,30.7,35.5
26/01/2016,10:33:03,30.7,35.2
26/01/2016,10:34:03,30.7,35.7
26/01/2016,10:35:04,30.8,35.3
26/01/2016,10:36:03,30.7,35.3
26/01/2016,10:37:03,30.8,35.5
26/01/2016,10:38:03,31.0,35.1
26/01/2016,10:39:03,30.7,35.4
26/01/2016,10:40:03,30.8,35.7
26/01/2016,10:41:03,31.0,36.1
26/01/2016,10:42:03,30.8,35.2
26/01/2016,10:43:04,30.8,35.6
26/01/2016,10:44:03,30.8,35.2
26/01/2016,10:45:03,30.9,35.5
26/01/2016,10:46:04,30.8,35.4
26/01/2016,10:47:03,30.8,34.8
26/01/2016,10:48:03,30.8,35.1
26/01/2016,10:49:04,30.8,35.1
26/01/2016,10:50:03,30.6,35.3
26/01/2016,10:51:03,30.8,35.6
26/01/2016,10:52:04,30.9,35.3
26/01/2016,10:53:03,31.0,35.6
26/01/2016,10:54:03,30.9,35.3
26/01/2016,10:55:03,30.8,35.0
26/01/2016,10:56:03,30.9,34.9
26/01/2016,10:57:03,30.9,35.0
26/01/2016,10:58:03,30.9,35.4
26/01/2016,10:59:03,30.8,35.2
26/01/2016,11:00:03,30.2,36.5
26/01/2016,11:01:03,30.3,35.9
26/01/2016,11:02:03,30.4,36.4
